iter,loss_dev,loss_train
207,0.947946,0.712518
208,0.947965,0.712306
209,0.947981,0.7121
210,0.948,0.711894
211,0.948017,0.711692
212,0.948033,0.711491
213,0.948048,0.711295
214,0.948065,0.711102
215,0.948081,0.710908
216,0.948096,0.710722
217,0.948112,0.710536
218,0.948128,0.710354
219,0.948143,0.710172
220,0.948159,0.709994
221,0.948174,0.709818
222,0.948188,0.709647
223,0.948203,0.709475
224,0.948218,0.709307
225,0.948233,0.709145
226,0.948245,0.708983
227,0.94826,0.708821
228,0.948272,0.708664
229,0.948288,0.708508
230,0.948301,0.708353
231,0.948314,0.708199
232,0.948328,0.708052
233,0.94834,0.707902
234,0.948354,0.707755
235,0.948364,0.707613
236,0.948377,0.707471
237,0.948392,0.70733
238,0.948404,0.707193
239,0.948415,0.707057
240,0.948427,0.706922
241,0.948439,0.70679
242,0.948452,0.70666
243,0.948462,0.70653
244,0.948474,0.706402
245,0.948484,0.706277
246,0.948497,0.706154
247,0.948507,0.706032
248,0.948519,0.705913
249,0.94853,0.705794
250,0.94854,0.705678
251,0.948551,0.705562
252,0.948562,0.705447
253,0.948573,0.705335
254,0.94858,0.705224
255,0.94859,0.705114
256,0.948602,0.705007
257,0.94861,0.704897
258,0.948621,0.704792
259,0.948632,0.70469
260,0.948643,0.704586
261,0.948652,0.704486
262,0.948661,0.704385
263,0.948669,0.704285
264,0.948678,0.70419
265,0.948689,0.704094
266,0.948698,0.703998
267,0.948706,0.703904
268,0.948715,0.703813
269,0.948723,0.703722
270,0.948733,0.703634
271,0.94874,0.703544
272,0.94875,0.703454
273,0.948757,0.703368
274,0.948765,0.703282
275,0.948772,0.703197
276,0.94878,0.703113
277,0.948789,0.70303
278,0.948796,0.70295
279,0.948805,0.702869
280,0.948812,0.70279
281,0.948819,0.702711
282,0.948827,0.702634
283,0.948834,0.702559
284,0.948843,0.702482
285,0.948851,0.702407
286,0.948857,0.702333
287,0.948864,0.70226
288,0.948871,0.702187
289,0.948876,0.702116
290,0.948885,0.702047
291,0.948892,0.701978
292,0.948899,0.701909
293,0.948904,0.701842
294,0.948913,0.701775
295,0.94892,0.70171
296,0.948924,0.701645
297,0.948932,0.701581
298,0.948937,0.701518
299,0.948944,0.701454
300,0.94895,0.701393
301,0.948955,0.701331
302,0.948962,0.70127
